c_file_name,category,error_type,llm_name,num_parameters,num_lines,cyclomatic_complexity
6742.c,VULNERABLE,dereference failure: NULL pointer,gemini_pro,,110,1.75
56374.c,VULNERABLE,buffer overflow on scanf,gpt35,,136,2.857
10904.c,VULNERABLE,dereference failure: NULL pointer,falcon2,11.0,72,3.0
32026.c,VULNERABLE,buffer overflow on fscanf,falcon,180.0,69,5.5
31925.c,VULNERABLE,arithmetic overflow on mul,gpt4o_mini,,106,2.2
1380.c,VULNERABLE,dereference failure: NULL pointer,mistral,7.0,77,3.0
68214.c,VULNERABLE,buffer overflow on scanf,gpt35,,104,3.8
31264.c,UNKNOWN (time out),,gpt4o_mini,,111,2.857
23912.c,VULNERABLE,buffer overflow on scanf,gpt35,,107,4.0
32712.c,VULNERABLE,buffer overflow on scanf,gpt35,,167,2.778
10742.c,UNKNOWN (time out),,codellama,13.0,141,6.4
3651.c,VULNERABLE,dereference failure: array bounds violated,gpt35,,80,2.2
61039.c,VULNERABLE,array bounds violated: lower bound,falcon,180.0,60,2.333
8541.c,VULNERABLE,dereference failure: NULL pointer,llama2,13.0,57,1.6
4076.c,VULNERABLE,buffer overflow on scanf,mistral,7.0,83,4.0
9336.c,VULNERABLE,buffer overflow on scanf,falcon2,11.0,69,7.0
9400.c,VULNERABLE,buffer overflow on scanf,codellama,13.0,73,1.0
57294.c,VULNERABLE,dereference failure: forgotten memory,gpt35,,75,1.2
11309.c,VULNERABLE,dereference failure: NULL pointer,gemma,7.0,63,1.75
1238.c,VULNERABLE,buffer overflow on scanf,gpt35,,99,6.0
16226.c,VULNERABLE,dereference failure: NULL pointer,gpt35,,115,2.5
6262.c,VULNERABLE,dereference failure: NULL pointer,codellama,13.0,94,1.667
62753.c,VULNERABLE,dereference failure: NULL pointer,falcon,180.0,59,2.5
75428.c,VULNERABLE,dereference failure: NULL pointer,gpt35,,132,4.875
58547.c,VULNERABLE,dereference failure: invalid pointer,falcon,180.0,88,6.0
1940.c,VULNERABLE,dereference failure: NULL pointer,falcon2,11.0,59,4.5
32954.c,VULNERABLE,buffer overflow on scanf,gpt35,,86,2.667
37137.c,VULNERABLE,dereference failure: NULL pointer,gemma,7.0,55,3.0
64269.c,VULNERABLE,buffer overflow on scanf,gpt35,,98,8.0
10406.c,VULNERABLE,arithmetic overflow on mul,gpt4o_mini,,148,5.0
76770.c,VULNERABLE,buffer overflow on scanf,gpt35,,66,3.5
7984.c,VULNERABLE,buffer overflow on scanf,falcon2,11.0,98,2.444
39386.c,UNKNOWN (time out),,gpt35,,189,12.5
14719.c,VULNERABLE,buffer overflow on scanf,gpt35,,151,10.0
6913.c,VULNERABLE,buffer overflow on scanf,gpt4o_mini,,150,3.667
23147.c,VULNERABLE,dereference failure: NULL pointer,gemini_pro,,74,1.5
6277.c,VULNERABLE,arithmetic overflow on mul,gemini_pro,,165,3.8
20913.c,VULNERABLE,array bounds violated: lower bound,gpt4o_mini,,88,3.5
49141.c,VULNERABLE,dereference failure: NULL pointer,gpt35,,53,9.0
25637.c,VULNERABLE,dereference failure: NULL pointer,falcon,180.0,73,3.0
14007.c,VULNERABLE,dereference failure: NULL pointer,gpt4o_mini,,108,3.4
22561.c,VULNERABLE,dereference failure: array bounds violated,gemma,7.0,63,2.0
12847.c,VULNERABLE,dereference failure: NULL pointer,llama2,13.0,57,1.75
29680.c,UNKNOWN (time out),,falcon,180.0,87,3.6
18419.c,VULNERABLE,buffer overflow on scanf,gpt4o_mini,,127,2.857
10885.c,VULNERABLE,arithmetic overflow on add,falcon,180.0,102,3.25
42214.c,VULNERABLE,buffer overflow on scanf,falcon,180.0,59,7.0
30987.c,VULNERABLE,buffer overflow on scanf,gemini_pro,,114,6.75
54958.c,VULNERABLE,arithmetic overflow on mul,gpt35,,61,1.667
72457.c,VULNERABLE,buffer overflow on scanf,gpt35,,55,8.0
1590.c,VULNERABLE,buffer overflow on scanf,falcon2,11.0,55,5.0
8789.c,VULNERABLE,array bounds violated: lower bound,codellama,13.0,109,1.25
28054.c,VULNERABLE,dereference failure: array bounds violated,gpt35,,93,3.333
6336.c,VULNERABLE,dereference failure: NULL pointer,codellama,13.0,78,3.0
31281.c,VULNERABLE,buffer overflow on scanf,gpt4o_mini,,135,3.286
5860.c,VULNERABLE,dereference failure: NULL pointer,codellama,13.0,88,2.2
11901.c,VULNERABLE,dereference failure: NULL pointer,gpt35,,62,2.5
32801.c,VULNERABLE,buffer overflow on scanf,gemma,7.0,60,1.2
36058.c,VULNERABLE,dereference failure: NULL pointer,gemma,7.0,65,2.667
16719.c,VULNERABLE,dereference failure: NULL pointer,llama2,13.0,93,2.4
25110.c,VULNERABLE,dereference failure: NULL pointer,gpt4o_mini,,85,1.8
7821.c,VULNERABLE,dereference failure: array bounds violated,gemini_pro,,143,3.0
31576.c,UNKNOWN (time out),,falcon,180.0,73,3.0
9306.c,VULNERABLE,dereference failure: NULL pointer,codellama,13.0,107,2.0
24172.c,VULNERABLE,buffer overflow on scanf,falcon,180.0,52,16.0
12246.c,VULNERABLE,dereference failure: NULL pointer,gemini_pro,,90,1.833
19883.c,VULNERABLE,dereference failure: NULL pointer,gemini_pro,,103,2.5
3193.c,VULNERABLE,buffer overflow on scanf,gpt35,,137,3.75
14546.c,VULNERABLE,arithmetic overflow on sub,gemini_pro,,130,2.5
59309.c,VULNERABLE,dereference failure: invalid pointer,gpt35,,136,9.0
21925.c,VULNERABLE,dereference failure: NULL pointer,gpt35,,97,1.667
62805.c,VULNERABLE,array bounds violated: lower bound,gpt35,,62,5.0
46890.c,VULNERABLE,dereference failure: NULL pointer,gemma,7.0,54,1.5
35955.c,PARSING ERROR,,gpt4o_mini,,112,2.667
7603.c,VULNERABLE,dereference failure: of non-dynamic memory,mistral,7.0,85,2.75
69861.c,VULNERABLE,dereference failure: NULL pointer,falcon,180.0,83,2.2
7931.c,UNKNOWN (time out),,llama2,13.0,112,4.5
44186.c,VULNERABLE,dereference failure: NULL pointer,falcon,180.0,54,3.0
37367.c,VULNERABLE,array bounds violated: upper bound,gemma,7.0,80,10.667
4612.c,VULNERABLE,buffer overflow on scanf,mistral,7.0,123,4.0
35342.c,VULNERABLE,buffer overflow on scanf,gpt4o_mini,,98,3.25
17024.c,PARSING ERROR,,llama2,13.0,66,2.2
14970.c,VULNERABLE,dereference failure: NULL pointer,gemini_pro,,67,4.0
35355.c,UNKNOWN (time out),,gemma,7.0,141,30.0
20159.c,VULNERABLE,dereference failure: write access to string constant,gpt35,,177,3.167
7755.c,UNKNOWN (time out),,gpt4o_mini,,71,3.333
23811.c,VULNERABLE,dereference failure: NULL pointer,gemma,7.0,68,1.667
48198.c,VULNERABLE,dereference failure: NULL pointer,falcon,180.0,76,9.0
45550.c,VULNERABLE,buffer overflow on scanf,falcon,180.0,70,1.8
688.c,VULNERABLE,buffer overflow on scanf,gpt4o_mini,,123,2.6
42700.c,VULNERABLE,buffer overflow on scanf,gpt35,,139,2.4
26076.c,VULNERABLE,arithmetic overflow on sub,gpt4o_mini,,104,3.6
54486.c,VULNERABLE,dereference failure: forgotten memory,gpt35,,70,2.0
67753.c,VULNERABLE,dereference failure: forgotten memory,falcon,180.0,92,2.833
53338.c,UNKNOWN (time out),,gpt35,,115,1.818
17542.c,VULNERABLE,array bounds violated: lower bound,gpt4o_mini,,113,3.167
6940.c,UNKNOWN (time out),,gemma,7.0,52,4.0
46385.c,VULNERABLE,buffer overflow on scanf,falcon,180.0,92,2.333
28800.c,VULNERABLE,VLA array size in bytes overflows address space size,gemini_pro,,84,23.0
7720.c,VULNERABLE,buffer overflow on scanf,falcon,180.0,69,1.667
10266.c,VULNERABLE,dereference failure: invalid pointer,falcon2,11.0,93,4.333
31237.c,VULNERABLE,dereference failure: NULL pointer,gemma,7.0,87,7.5
7612.c,UNKNOWN (time out),,codellama,13.0,53,2.333
44571.c,UNKNOWN (time out),,falcon,180.0,65,4.0
49239.c,VULNERABLE,dereference failure: array bounds violated,gpt35,,128,15.0
35523.c,VULNERABLE,dereference failure: NULL pointer,gpt35,,159,2.333
16090.c,VULNERABLE,dereference failure: array bounds violated,gpt35,,175,3.333
8099.c,VULNERABLE,dereference failure: NULL pointer,gemma,7.0,76,2.333
9192.c,NON-VULNERABLE,,falcon2,11.0,66,6.0
24493.c,VULNERABLE,dereference failure: NULL pointer,gemma,7.0,54,3.5
3737.c,VULNERABLE,arithmetic overflow on shl,gpt35,,57,1.0
7794.c,VULNERABLE,buffer overflow on scanf,codellama,13.0,112,13.0
38928.c,VULNERABLE,dereference failure: NULL pointer,gemma,7.0,75,3.2
1654.c,VULNERABLE,arithmetic overflow on mul,gpt4o_mini,,87,2.6
33988.c,VULNERABLE,buffer overflow on scanf,gpt4o_mini,,113,5.75
1618.c,VULNERABLE,dereference failure: invalid pointer,gemini_pro,,139,17.0
6064.c,VULNERABLE,buffer overflow on scanf,gpt4o_mini,,102,3.833
7055.c,VULNERABLE,buffer overflow on scanf,gpt4o_mini,,113,3.714
66006.c,VULNERABLE,buffer overflow on scanf,gpt35,,147,13.2
72237.c,VULNERABLE,buffer overflow on scanf,gpt35,,118,4.0
11199.c,VULNERABLE,dereference failure: NULL pointer,falcon2,11.0,81,2.6
19338.c,VULNERABLE,arithmetic overflow on floating-point ieee_mul,gemini_pro,,98,4.75
33262.c,VULNERABLE,buffer overflow on scanf,gemini_pro,,56,2.0
26806.c,VULNERABLE,buffer overflow on fscanf,gemini_pro,,206,4.444
49456.c,VULNERABLE,dereference failure: array bounds violated,gpt35,,145,25.0
11831.c,VULNERABLE,dereference failure: NULL pointer,gemini_pro,,85,10.0
51815.c,VULNERABLE,buffer overflow on scanf,gpt35,,55,1.667
32651.c,NON-VULNERABLE,,gpt35,,51,1.0
4528.c,VULNERABLE,buffer overflow on scanf,falcon,180.0,98,10.0
43671.c,PARSING ERROR,,gemma,7.0,66,5.0
20096.c,VULNERABLE,dereference failure: NULL pointer,falcon,180.0,68,2.5
9271.c,VULNERABLE,buffer overflow on scanf,gemma,7.0,54,5.0
46910.c,UNKNOWN (time out),,gemma,7.0,81,13.0
7397.c,VULNERABLE,dereference failure: NULL pointer,gpt35,,88,3.0
11632.c,VULNERABLE,buffer overflow on scanf,gpt35,,131,3.0
33133.c,VULNERABLE,dereference failure: NULL pointer,gpt4o_mini,,109,2.333
16608.c,UNKNOWN (time out),,gpt4o_mini,,131,5.167
19860.c,VULNERABLE,dereference failure: NULL pointer,llama2,13.0,136,2.6
66539.c,VULNERABLE,dereference failure: NULL pointer,falcon,180.0,72,5.0
7427.c,VULNERABLE,arithmetic overflow on add,codellama,13.0,167,2.636
9999.c,VULNERABLE,dereference failure: NULL pointer,gpt4o_mini,,124,3.286
3734.c,VULNERABLE,dereference failure: NULL pointer,gemini_pro,,128,2.5
4881.c,VULNERABLE,dereference failure: NULL pointer,gemini_pro,,98,2.0
1363.c,VULNERABLE,array bounds violated: upper bound,gpt35,,118,4.5
2058.c,UNKNOWN (time out),,falcon2,11.0,82,1.0
28092.c,VULNERABLE,buffer overflow on scanf,gpt4o_mini,,98,2.8
30192.c,VULNERABLE,dereference failure: NULL pointer,gemini_pro,,104,3.4
29650.c,VULNERABLE,dereference failure: NULL pointer,gemini_pro,,127,2.143
45285.c,VULNERABLE,buffer overflow on scanf,falcon,180.0,82,3.5
6295.c,VULNERABLE,dereference failure: NULL pointer,gemma,7.0,61,2.0
18928.c,VULNERABLE,dereference failure: NULL pointer,gemini_pro,,123,2.375
39729.c,VULNERABLE,dereference failure: invalid pointer,falcon,180.0,85,4.5
5193.c,NON-VULNERABLE,,gemma,7.0,51,5.0
43024.c,VULNERABLE,dereference failure: NULL pointer,gemma,7.0,58,2.25
27200.c,VULNERABLE,dereference failure: forgotten memory,gemini_pro,,107,2.5
22412.c,VULNERABLE,arithmetic overflow on sub,gpt4o_mini,,90,2.0
31257.c,VULNERABLE,dereference failure: NULL pointer,gemma,7.0,61,4.0
33488.c,VULNERABLE,dereference failure: NULL pointer,gemini_pro,,74,2.2
58125.c,VULNERABLE,buffer overflow on scanf,falcon,180.0,66,14.0
57235.c,UNKNOWN (time out),,gpt35,,84,9.0
7955.c,VULNERABLE,dereference failure: NULL pointer,mistral,7.0,110,6.0
906.c,VULNERABLE,dereference failure: NULL pointer,falcon2,11.0,51,5.0
33130.c,VULNERABLE,dereference failure: NULL pointer,gemini_pro,,123,4.5
51806.c,VULNERABLE,arithmetic overflow on sub,gpt35,,113,4.167
22673.c,VULNERABLE,buffer overflow on scanf,gemini_pro,,54,1.0
1903.c,VULNERABLE,dereference failure: NULL pointer,mistral,7.0,105,3.6
27499.c,VULNERABLE,dereference failure: invalid pointer,gemini_pro,,136,5.667
11799.c,VULNERABLE,buffer overflow on scanf,gpt35,,204,4.0
30491.c,VULNERABLE,dereference failure: NULL pointer,gpt35,,80,8.0
41358.c,VULNERABLE,arithmetic overflow on add,gemma,7.0,56,6.0
61850.c,VULNERABLE,buffer overflow on scanf,gpt35,,155,4.4
39923.c,VULNERABLE,buffer overflow on scanf,gpt4o_mini,,115,6.667
52960.c,VULNERABLE,buffer overflow on scanf,falcon,180.0,98,5.8
29241.c,VULNERABLE,arithmetic overflow on sub,gpt35,,54,1.0
18130.c,VULNERABLE,dereference failure: NULL pointer,gemini_pro,,100,1.833
29593.c,UNKNOWN (time out),,gemma,7.0,64,10.0
30243.c,VULNERABLE,buffer overflow on scanf,gemma,7.0,61,5.0
62917.c,VULNERABLE,buffer overflow on scanf,gpt35,,154,4.75
4747.c,VULNERABLE,dereference failure: NULL pointer,gemma,7.0,59,1.667
37400.c,VULNERABLE,dereference failure: NULL pointer,gemini_pro,,131,2.571
46549.c,VULNERABLE,buffer overflow on scanf,falcon,180.0,93,3.75
10202.c,VULNERABLE,buffer overflow on scanf,falcon,180.0,113,4.5
13488.c,VULNERABLE,dereference failure: NULL pointer,gpt35,,97,2.429
10686.c,UNKNOWN (time out),,gpt35,,93,1.667
17853.c,VULNERABLE,arithmetic overflow on sub,gemini_pro,,70,4.0
10859.c,VULNERABLE,buffer overflow on scanf,llama2,13.0,57,3.0
38578.c,UNKNOWN (time out),,gpt4o_mini,,129,6.25
9217.c,VULNERABLE,buffer overflow on scanf,gpt35,,98,12.0
54586.c,VULNERABLE,dereference failure: NULL pointer,gpt35,,200,3.8
27883.c,VULNERABLE,array bounds violated: lower bound,gpt35,,95,55.0
3455.c,VULNERABLE,dereference failure: NULL pointer,gemini_pro,,84,1.833
8187.c,VULNERABLE,buffer overflow on scanf,gpt35,,135,3.143
19397.c,VULNERABLE,buffer overflow on scanf,falcon,180.0,75,5.0
4597.c,VULNERABLE,array bounds violated: lower bound,falcon,180.0,78,3.5
9614.c,VULNERABLE,dereference failure: NULL pointer,gpt35,,52,7.0
13952.c,NON-VULNERABLE,,gemini_pro,,70,2.333
42766.c,VULNERABLE,array bounds violated: lower bound,gemma,7.0,67,15.0
33783.c,VULNERABLE,dereference failure: NULL pointer,gemini_pro,,134,3.167
44459.c,VULNERABLE,arithmetic overflow on div,falcon,180.0,78,3.2
4999.c,VULNERABLE,buffer overflow on scanf,codellama,13.0,79,4.5
57734.c,UNKNOWN (time out),,gpt35,,95,6.5
13242.c,VULNERABLE,buffer overflow on scanf,gpt35,,101,2.833
33273.c,VULNERABLE,array bounds violated: lower bound,gpt35,,186,4.167
10427.c,VULNERABLE,dereference failure: NULL pointer,codellama,13.0,51,1.0
39189.c,VULNERABLE,dereference failure: NULL pointer,gemma,7.0,76,1.75
11887.c,VULNERABLE,array bounds violated: lower bound,falcon,180.0,64,7.0
36954.c,VULNERABLE,dereference failure: NULL pointer,gpt4o_mini,,103,5.5
19968.c,VULNERABLE,buffer overflow on fscanf,gpt4o_mini,,107,2.286
12141.c,VULNERABLE,buffer overflow on scanf,gpt35,,75,10.0
12318.c,VULNERABLE,dereference failure: invalid pointer,gemini_pro,,141,2.6
21458.c,VULNERABLE,dereference failure: invalid pointer,gemma,7.0,68,1.5
38738.c,VULNERABLE,buffer overflow on scanf,gemma,7.0,52,4.0
40334.c,VULNERABLE,buffer overflow on scanf,falcon,180.0,64,2.0
35636.c,VULNERABLE,dereference failure: NULL pointer,gpt4o_mini,,109,3.0
27599.c,VULNERABLE,buffer overflow on scanf,gpt35,,70,1.143
61156.c,UNKNOWN (time out),,falcon,180.0,83,4.333
26209.c,VULNERABLE,buffer overflow on scanf,gemini_pro,,215,10.2
6863.c,NON-VULNERABLE,,mistral,7.0,51,1.333
5305.c,VULNERABLE,buffer overflow on scanf,falcon,180.0,77,3.333
22042.c,VULNERABLE,dereference failure: NULL pointer,falcon,180.0,62,2.667
23829.c,VULNERABLE,buffer overflow on scanf,gpt35,,111,12.0
22207.c,VULNERABLE,dereference failure: NULL pointer,gemma,7.0,53,1.667
35789.c,UNKNOWN (time out),,gemini_pro,,51,3.0
8849.c,VULNERABLE,buffer overflow on scanf,gpt35,,65,1.8
43463.c,VULNERABLE,dereference failure: NULL pointer,gpt35,,61,2.25
24096.c,VULNERABLE,dereference failure: NULL pointer,gemma,7.0,54,2.0
18945.c,VULNERABLE,dereference failure: NULL pointer,gemini_pro,,135,4.0
15341.c,UNKNOWN (time out),,gpt4o_mini,,74,2.5
44911.c,VULNERABLE,buffer overflow on scanf,falcon,180.0,66,2.333
17407.c,VULNERABLE,buffer overflow on fscanf,gpt4o_mini,,85,3.0
64937.c,VULNERABLE,dereference failure: invalid pointer,falcon,180.0,61,6.0
42988.c,UNKNOWN (time out),,gemma,7.0,61,10.0
2025.c,UNKNOWN (time out),,gpt4o_mini,,121,5.667
47691.c,VULNERABLE,dereference failure: NULL pointer,gpt35,,100,8.0
12025.c,VULNERABLE,dereference failure: NULL pointer,gemma,7.0,55,1.333
65830.c,VULNERABLE,buffer overflow on scanf,gpt35,,76,11.0
17961.c,VULNERABLE,dereference failure: NULL pointer,gemma,7.0,97,5.0
30445.c,UNKNOWN (time out),,gpt4o_mini,,108,1.6
25602.c,VULNERABLE,dereference failure: NULL pointer,falcon,180.0,71,11.0
8599.c,NON-VULNERABLE,,gpt35,,53,3.5
3614.c,VULNERABLE,dereference failure: NULL pointer,falcon2,11.0,79,1.8
13716.c,NON-VULNERABLE,,gpt35,,80,4.25
1494.c,VULNERABLE,buffer overflow on scanf,gemini_pro,,76,5.0
29305.c,VULNERABLE,dereference failure: NULL pointer,falcon,180.0,89,1.778
14152.c,VULNERABLE,dereference failure: NULL pointer,llama2,13.0,54,1.25
2546.c,VULNERABLE,buffer overflow on scanf,gemma,7.0,65,9.0
21300.c,VULNERABLE,dereference failure: NULL pointer,gemini_pro,,79,2.0
4583.c,UNKNOWN (time out),,llama2,13.0,63,2.25
6579.c,VULNERABLE,dereference failure: NULL pointer,gpt4o_mini,,210,3.727
7932.c,VULNERABLE,dereference failure: NULL pointer,llama2,13.0,56,2.0
9037.c,VULNERABLE,dereference failure: forgotten memory,falcon,180.0,68,2.5
77597.c,VULNERABLE,buffer overflow on scanf,gpt35,,65,7.0
24250.c,NON-VULNERABLE,,falcon,180.0,60,2.0
22728.c,VULNERABLE,dereference failure: forgotten memory,falcon,180.0,96,1.8
32651.c,VULNERABLE,arithmetic overflow on add,falcon,180.0,70,4.667
3444.c,NON-VULNERABLE,,gemma,7.0,54,2.333
42731.c,NON-VULNERABLE,,gpt35,,105,4.5
13693.c,VULNERABLE,dereference failure: NULL pointer,llama2,13.0,107,3.0
5297.c,VULNERABLE,arithmetic overflow on add,gemma,7.0,82,1.0
14915.c,VULNERABLE,dereference failure: array bounds violated,falcon,180.0,78,7.0
4325.c,VULNERABLE,dereference failure: NULL pointer,gpt35,,115,3.333
2900.c,VULNERABLE,dereference failure: NULL pointer,gemma,7.0,77,4.0
54401.c,VULNERABLE,dereference failure: NULL pointer,falcon,180.0,67,2.0
29934.c,VULNERABLE,dereference failure: array bounds violated,gemini_pro,,96,1.8
38457.c,UNKNOWN (time out),,falcon,180.0,59,1.667
45062.c,VULNERABLE,dereference failure: invalid pointer,gpt35,,103,18.0
8502.c,VULNERABLE,arithmetic overflow on floating-point ieee_mul,gpt4o_mini,,115,1.857
33942.c,VULNERABLE,buffer overflow on scanf,gpt35,,153,4.143
61182.c,VULNERABLE,array bounds violated: upper bound,gpt35,,57,5.0
8383.c,VULNERABLE,dereference failure: NULL pointer,llama2,13.0,81,1.833
39037.c,VULNERABLE,buffer overflow on scanf,gemma,7.0,58,4.0
38172.c,VULNERABLE,dereference failure: NULL pointer,gemini_pro,,101,1.857
8712.c,VULNERABLE,the pointer to a file object must be a valid argument,gemma,7.0,69,5.0
61237.c,UNKNOWN (time out),,falcon,180.0,54,3.0
18439.c,VULNERABLE,dereference failure: NULL pointer,gpt4o_mini,,120,2.375
2583.c,VULNERABLE,buffer overflow on scanf,gpt35,,77,3.5
57708.c,VULNERABLE,array bounds violated: lower bound,gpt35,,110,5.333
36574.c,VULNERABLE,buffer overflow on scanf,gpt4o_mini,,139,3.333
12343.c,VULNERABLE,dereference failure: NULL pointer,gemini_pro,,124,3.2
50674.c,VULNERABLE,dereference failure: NULL pointer,falcon,180.0,57,1.6
5645.c,VULNERABLE,buffer overflow on scanf,mistral,7.0,53,4.0
9527.c,VULNERABLE,dereference failure: NULL pointer,gemini_pro,,61,1.75
24863.c,UNKNOWN (time out),,gpt35,,107,5.0
59291.c,NON-VULNERABLE,,gpt35,,88,4.0
54834.c,VULNERABLE,buffer overflow on scanf,falcon,180.0,59,2.667
14858.c,VULNERABLE,array bounds violated: lower bound,gemma,7.0,53,6.0
4680.c,VULNERABLE,dereference failure: Access to object out of bounds,gpt4o_mini,,103,3.0
30577.c,UNKNOWN (time out),,gemini_pro,,65,2.25
27267.c,VULNERABLE,buffer overflow on scanf,gpt35,,65,7.0
11132.c,VULNERABLE,dereference failure: NULL pointer,falcon2,11.0,67,1.25
8080.c,VULNERABLE,the pointer to a file object must be a valid argument,codellama,13.0,63,2.667
61844.c,VULNERABLE,dereference failure: NULL pointer,gpt35,,64,3.5
4557.c,VULNERABLE,arithmetic overflow on floating-point ieee_mul,gpt35,,100,17.0
316.c,UNKNOWN (time out),,llama2,13.0,67,6.0
35376.c,VULNERABLE,buffer overflow on scanf,falcon,180.0,56,7.0
11632.c,VULNERABLE,dereference failure: NULL pointer,falcon2,11.0,97,2.5
5114.c,VULNERABLE,buffer overflow on sscanf,mistral,7.0,80,7.5
16602.c,VULNERABLE,dereference failure: invalid pointer,gemini_pro,,80,10.0
7330.c,PARSING ERROR,,llama2,13.0,61,5.0
27807.c,NON-VULNERABLE,,gpt35,,52,1.333
2643.c,VULNERABLE,dereference failure: NULL pointer,gpt35,,114,4.0
66108.c,PARSING ERROR,,gpt35,,155,4.0
56056.c,VULNERABLE,dereference failure: forgotten memory,falcon,180.0,90,1.375
4316.c,VULNERABLE,buffer overflow on fscanf,mistral,7.0,73,3.667
27533.c,VULNERABLE,dereference failure: invalid pointer,falcon,180.0,55,6.0
62718.c,VULNERABLE,buffer overflow on scanf,gpt35,,156,3.571
3566.c,UNKNOWN (time out),,mistral,7.0,64,6.5
3047.c,NON-VULNERABLE,,gpt4o_mini,,56,1.667
26027.c,VULNERABLE,dereference failure: NULL pointer,gemma,7.0,85,1.714
35311.c,VULNERABLE,dereference failure: invalid pointer,gpt35,,55,5.0
37183.c,VULNERABLE,array bounds violated: upper bound,gemini_pro,,72,3.5
4554.c,VULNERABLE,dereference failure: NULL pointer,llama2,13.0,110,6.0
33321.c,VULNERABLE,dereference failure: NULL pointer,gpt35,,89,1.833
10550.c,VULNERABLE,dereference failure: NULL pointer,gemma,7.0,111,8.667
66295.c,VULNERABLE,dereference failure: NULL pointer,gpt35,,103,2.667
5706.c,VULNERABLE,dereference failure: invalid pointer,falcon,180.0,71,7.0
29078.c,VULNERABLE,buffer overflow on gets,gemini_pro,,139,3.6
53943.c,VULNERABLE,dereference failure: NULL pointer,gpt35,,118,2.429
31550.c,VULNERABLE,dereference failure: NULL pointer,gpt35,,103,2.6
68361.c,VULNERABLE,buffer overflow on scanf,gpt35,,70,2.0
803.c,VULNERABLE,dereference failure: NULL pointer,gemma,7.0,51,4.0
10621.c,VULNERABLE,dereference failure: invalid pointer,gpt4o_mini,,104,3.75
25380.c,UNKNOWN (time out),,gpt4o_mini,,78,3.667
41422.c,UNKNOWN (time out),,falcon,180.0,73,5.5
10542.c,VULNERABLE,dereference failure: forgotten memory,falcon,180.0,72,1.8
33790.c,UNKNOWN (time out),,falcon,180.0,94,1.857
35410.c,VULNERABLE,buffer overflow on scanf,gpt35,,119,3.167
55476.c,VULNERABLE,buffer overflow on scanf,falcon,180.0,114,3.8
12408.c,VULNERABLE,dereference failure: forgotten memory,falcon,180.0,65,3.333
35018.c,VULNERABLE,array bounds violated: upper bound,gpt4o_mini,,104,8.0
40659.c,NON-VULNERABLE,,gpt35,,73,2.25
65760.c,UNKNOWN (time out),,gpt35,,100,2.4
41684.c,UNKNOWN (time out),,falcon,180.0,65,6.0
15668.c,VULNERABLE,dereference failure: NULL pointer,llama2,13.0,83,6.0
53281.c,UNKNOWN (time out),,gpt35,,78,6.0
1245.c,VULNERABLE,dereference failure: NULL pointer,mistral,7.0,88,2.0
25093.c,UNKNOWN (time out),,gpt4o_mini,,76,2.4
28126.c,VULNERABLE,buffer overflow on scanf,gpt4o_mini,,105,3.6
5490.c,VULNERABLE,dereference failure: invalid pointer,gpt4o_mini,,148,4.111
67905.c,VULNERABLE,dereference failure: NULL pointer,falcon,180.0,116,2.125
61560.c,VULNERABLE,dereference failure: NULL pointer,gpt35,,51,1.75
60080.c,UNKNOWN (time out),,gpt35,,112,2.25
12440.c,VULNERABLE,dereference failure: NULL pointer,gemini_pro,,60,1.667
11404.c,UNKNOWN (time out),,falcon,180.0,85,3.0
28843.c,VULNERABLE,dereference failure: NULL pointer,gemma,7.0,66,2.333
31159.c,VULNERABLE,buffer overflow on scanf,gpt4o_mini,,87,3.2
633.c,UNKNOWN (time out),,mistral,7.0,58,2.8
540.c,VULNERABLE,dereference failure: NULL pointer,gemma,7.0,57,2.75
43966.c,VULNERABLE,buffer overflow on scanf,falcon,180.0,108,3.8
35661.c,VULNERABLE,buffer overflow on scanf,gpt4o_mini,,98,2.8
27529.c,VULNERABLE,arithmetic overflow on floating-point ieee_mul,falcon,180.0,73,3.667
33698.c,UNKNOWN (time out),,falcon,180.0,77,3.2
19385.c,VULNERABLE,buffer overflow on scanf,gpt35,,84,9.0
76521.c,VULNERABLE,dereference failure: NULL pointer,gpt35,,83,2.6
3297.c,VULNERABLE,buffer overflow on scanf,gemma,7.0,56,4.0
4009.c,VULNERABLE,dereference failure: NULL pointer,llama2,13.0,61,1.75
39681.c,UNKNOWN (time out),,gpt4o_mini,,124,2.444
11987.c,VULNERABLE,dereference failure: NULL pointer,gemma,7.0,99,3.5
18461.c,VULNERABLE,buffer overflow on scanf,gpt4o_mini,,165,3.286
72871.c,VULNERABLE,dereference failure: NULL pointer,gpt35,,93,2.333
76968.c,VULNERABLE,dereference failure: array bounds violated,gpt35,,111,10.0
6409.c,VULNERABLE,array bounds violated: upper bound,gemini_pro,,83,3.5
23387.c,VULNERABLE,arithmetic overflow on mul,gpt35,,183,6.333
44551.c,VULNERABLE,buffer overflow on scanf,falcon,180.0,64,8.0
1959.c,VULNERABLE,dereference failure: invalid pointer,falcon2,11.0,55,8.0
5008.c,VULNERABLE,dereference failure: NULL pointer,mistral,7.0,96,3.667
43303.c,VULNERABLE,buffer overflow on scanf,gpt35,,59,2.0
8741.c,VULNERABLE,buffer overflow on scanf,gpt4o_mini,,101,2.8
8019.c,VULNERABLE,dereference failure: NULL pointer,gemini_pro,,70,1.4
36752.c,VULNERABLE,dereference failure: NULL pointer,gpt4o_mini,,124,5.0
